txn_id,event_ts,amount,currency,merchant_id,merchant_category,channel,country,customer_id,customer_tenure_days,txns_30d,avg_amount_30d,prior_declines_30d,hour,is_new_device,payment_method,device_fingerprint,ops_review_code,rules_engine_decline,is_fraud
TXN-000136,18/07/2026 20:15,26.93,GHS,M-2031,other,web,GHA,C-10498,37.0,30,36.36,3,12,0,momo,DEV-48963,CLR,Y,0
TXN-002706,2026-08-28T20:19:00,,GHS,M-2073,electronics,ussd,GH,C-10174,724.0,7,22.23,3,11,0,momo,DEV-63034,CLR,Y,0
TXN-002333,2026-09-02T01:34:00,38.12,GHS,M-2068,Grocery,android,Ghana,C-10695,317.0,2,17.88,7,18,0,momo,DEV-23000,CLR,Y,0
TXN-002541,20/08/2026 18:11,16.29,GHS,M-2067,electronics,ussd,Ghana,C-10656,47.0,31,17.01,5,5,1,momo,DEV-55420,CLR,Y,0
TXN-002430,20/08/2026 17:21,22.11,GHS,M-2005,other,ios,KE,C-10406,465.0,3,19.94,0,16,0,momo,DEV-70347,CLR,N,0
TXN-000367,2026-08-01T03:00:00,101.36,NGN,M-2043,electronics,web,GHA,C-10562,1059.0,18,70.01,0,10,0,momo,DEV-42620,ESC,N,0
TXN-001958,31/08/2026 01:38,30.15,NGN,M-2074,grocery,android,GHA,C-10455,1125.0,5,38.24,0,9,0,card,DEV-82162,CLR,N,0
TXN-000030,2026-07-25T17:41:00,27.34,GHS,M-2018,fuel,android,GH,C-10048,159.0,21,24.78,0,21,0,card,DEV-42798,CLR,N,0
TXN-002686,2026-08-11 09:53:00,13.21,NGN,M-2075,electronics,web,Nigeria,C-10063,1436.0,22,12.99,6,,0,card,DEV-34665,CLR,Y,0
TXN-000023,2026-08-24 00:01:00,14.45,GHS,M-2074,,ussd,GH,C-10619,,8,9.4,0,17,1,card,DEV-93213,CLR,Y,0
TXN-001619,2026-08-17 10:55:00,,GHS,M-2019,restaurants,pos,GHA,C-10069,1338.0,16,23.67,4,0,0,card,DEV-24407,CLR,Y,0
TXN-001038,2026-08-24T20:41:00,,GHS,M-2007,telecom,ussd,GHA,C-10504,189.0,0,14.08,0,17,1,momo,DEV-10904,CLR,Y,0
TXN-001042,17/08/2026 05:39,$31.68,GHS,M-2045,telecom,android,NGA,C-10555,1679.0,26,28.43,0,5,0,bank,DEV-87273,CLR,N,0
TXN-001081,2026-07-23T01:38:00,,GHS,M-2042,Telecom,android,Ghana,C-10374,815.0,1,8.8,0,0,0,card,DEV-15286,CLR,N,0
TXN-000421,2026-08-27 23:37:00,5.28,GHS,M-2000,telecom,web,Ghana,C-10096,1.0,34,4.11,0,5,0,momo,DEV-81974,ESC,N,0
TXN-002284,25/08/2026 05:29,59.45,GHS,M-2028,,android,Ghana,C-10699,1481.0,35,28.54,0,7,0,card,DEV-97661,CLR,N,0
TXN-000461,09-04-2026,75.85,GHS,M-2094,ELECTRONICS,ios,Ghana,C-10301,11.0,13,80.79,2,13,0,bank,DEV-43663,ESC,Y,0
TXN-000044,29/08/2026 08:27,23.21,NGN,M-2087,,ios,Ghana,C-10584,1.0,2,12.27,2,5,0,card,DEV-83589,ESC,Y,0
TXN-000088,2026-07-27T23:24:00,69.42,GHS,M-2018,,web,Ghana,C-10354,1105.0,10,69.33,0,,0,momo,DEV-79227,CLR,N,0
TXN-002969,2026-08-27T10:01:00,NA,GHS,M-2056,gambling,ios,GHA,C-10725,520.0,1,83.64,0,23,0,momo,DEV-81933,CLR,Y,0
TXN-000970,2026-09-09 13:26:00,12.07,NGN,M-2033,travel,web,NG,C-10088,6.0,26,6.79,0,5,0,momo,DEV-62356,CLR,N,0
TXN-001498,2026-07-31T17:19:00,52.96,GHS,M-2033,,web,GH,C-10340,275.0,26,78.64,6,15,0,momo,DEV-93355,ESC,Y,0
TXN-000562,02/09/2026 11:00,9,GHS,M-2051,GROCERY,web,Nigeria,C-10664,818.0,37,5.71,0,3,0,card,DEV-28926,CLR,N,0
TXN-000283,22/07/2026 12:53,,GHS,M-2010,travel,ios,GHA,C-10049,1335.0,15,51.86,0,,0,card,DEV-41913,CLR,N,0
TXN-001357,2026-07-30T08:19:00,75.15,GHS,M-2030,telecom,ussd,GH,C-10454,553.0,39,84.85,6,10,0,card,DEV-18147,CNF,Y,0
TXN-000728,18/07/2026 23:43,115.21,GHS,M-2008,Grocery,pos,Ghana,C-10487,601.0,33,81.96,0,,0,momo,DEV-82093,CLR,N,0
TXN-002811,2026-08-13T21:18:00,5.84,GHS,M-2091,telecom,web,GH,C-10579,993.0,8,7.38,5,1,1,card,DEV-96075,CLR,Y,0
TXN-003054,12/08/2026 06:24,100.67,GHS,M-2034,gambling,ios,GHA,C-10481,980.0,26,66.44,0,11,0,card,DEV-59242,CLR,Y,0
TXN-000965,2026-08-30T06:12:00,,NGN,M-2063,telecom,android,Ghana,C-10391,1295.0,24,13.84,0,0,0,momo,DEV-10369,ESC,N,0
TXN-000534,2026-08-21T21:33:00,77.33,GHS,M-2022,Other,pos,ng,C-10415,1193.0,18,83.02,0,12,0,card,DEV-30835,ESC,N,0
TXN-002033,11/09/2026 13:14,32.45,NGN,M-2094,electronics,ios,GHA,C-10361,1220.0,33,40.12,0,14,0,momo,DEV-68025,CLR,N,0
TXN-002634,2026-08-06T13:36:00,21.43,GHS,M-2053,Restaurants,android,GH,C-10302,1006.0,39,15.33,1,16,0,momo,DEV-70774,CLR,N,0
TXN-001588,22/08/2026 06:32,71.25,GHS,M-2086,Telecom,android,GHA,C-10033,1546.0,28,85.12,4,6,0,card,DEV-49966,CLR,Y,0
TXN-002999,2026-08-10T05:55:00,31.62,NGN,M-2028,,web,GHA,C-10033,1546.0,29,28.51,0,9,0,card,DEV-83329,CLR,N,0
TXN-002534,2026-09-10 07:23:00,112.05,GHS,M-2065,RESTAURANTS,ios,gh,C-10594,1230.0,12,149.12,7,0,0,card,DEV-94012,CNF,Y,1
TXN-003117,2026-09-06T00:58:00,29.44,GHS,M-2082,fuel,ios,GHA,C-10461,719.0,15,20.57,0,20,0,momo,DEV-17102,CLR,N,0
TXN-002275,08-14-2026,9.55,GHS,M-2055,telecom,web,GHA,C-10142,1590.0,25,10.69,0,22,0,card,DEV-23332,CLR,N,0
TXN-001563,2026-08-23T11:05:00,16.98,NGN,M-2049,GROCERY,ussd,GH,C-10024,843.0,27,13.02,5,12,1,momo,DEV-88036,CLR,Y,0
TXN-003171,2026-08-15T02:07:00,23.13,GHS,M-2053,restaurants,ios,Ghana,C-10436,504.0,3,14.36,0,2,0,momo,DEV-34444,CLR,N,0
TXN-001447,2026-08-27 08:08:00,36.32,GHS,M-2065,restaurants,android,gh,C-10067,367.0,4,54.88,1,10,0,momo,DEV-34472,CLR,N,0
TXN-000730,2026-08-18T16:43:00,216.17 GHS,GHS,M-2032,electronics,pos,GHA,C-10052,961.0,0,239.99,0,5,0,momo,DEV-23565,CLR,N,0
TXN-002877,2026-08-04T20:03:00,39.81,NGN,M-2086,,ussd,GH,C-10192,1503.0,3,34.3,0,,0,momo,DEV-29528,CLR,N,0
TXN-000638,2026-08-17T04:49:00,76.06,GHS,M-2018,fuel,android,gh,C-10189,9.0,34,104.24,0,19,0,card,DEV-94442,CLR,N,0
TXN-001321,2026-08-10T21:31:00,10.43,GHS,M-2027,grocery,web,ke,C-10623,1442.0,8,6.31,0,3,0,bank,DEV-59907,CLR,N,0
TXN-000802,2026-08-05T14:45:00,17.06,USD,M-2071,,ussd,NG,C-10588,2.0,13,12.19,1,17,1,card,DEV-97615,CLR,Y,1
TXN-002494,2026-08-20 13:24:00,13.86,NGN,M-2087,Gambling,web,Ghana,C-10151,1.0,7,15.6,0,6,1,momo,DEV-14229,CNF,Y,0
TXN-001363,2026-07-25T22:33:00,12.79,GHS,M-2026,GAMBLING,ios,gh,C-10080,1131.0,26,11.17,0,8,0,momo,DEV-57499,CLR,Y,0
TXN-002359,2026-08-16T08:55:00,28.55,GHS,M-2046,travel,pos,NG,C-10159,1715.0,25,35.83,0,12,1,card,DEV-21220,CLR,Y,0
TXN-001897,26/08/2026 16:05,29.93,GHS,M-2089,CRYPTO,android,GHA,C-10147,,6,23.15,4,10,0,momo,DEV-16996,CNF,Y,1
TXN-001573,2026-08-19T04:15:00,21.49,NGN,M-2092,gambling,pos,ke,C-10250,1485.0,38,28.27,0,5,1,momo,DEV-85010,CLR,Y,0
TXN-001106,07-19-2026,67.34,GHS,M-2050,grocery,ios,GH,C-10130,818.0,33,89.79,0,4,0,momo,DEV-99749,CLR,N,0
TXN-000222,19/08/2026 03:11,16.89,GHS,M-2046,travel,pos,gh,C-10638,505.0,16,8.45,0,16,0,momo,DEV-47234,CLR,N,0
TXN-000544,08-18-2026,39.20,GHS,M-2093,,pos,Ghana,C-10450,1048.0,35,29.52,0,21,0,card,DEV-25907,CLR,N,0
TXN-001415,2026-08-08 20:25:00,18.91,GHS,M-2037,crypto,ios,Nigeria,C-10404,835.0,1,28.79,0,23,0,bank,DEV-81921,CLR,Y,0
TXN-002718,2026-08-19T05:48:00,156.21,GHS,M-2028,grocery,ios,Nigeria,C-10692,1367.0,35,232.14,3,5,0,card,DEV-75987,CLR,Y,0
TXN-000686,27/07/2026 15:07,113.21,GHS,M-2009,,web,GHA,C-10459,1757.0,33,82.56,0,22,0,momo,DEV-57851,CLR,Y,0
TXN-000813,2026-09-07T04:44:00,8.71,GHS,M-2076,electronics,ios,GHA,C-10550,47.0,19,7.0,0,0,1,momo,DEV-67107,CLR,Y,0
TXN-001802,2026-08-09 02:51:00,16.61,GHS,M-2082,fuel,pos,Nigeria,C-10618,710.0,38,11.66,6,22,0,momo,DEV-48380,CLR,Y,0
TXN-001957,14/08/2026 19:59,$86.44,GHS,M-2063,Telecom,android,gh,C-10367,809.0,8,114.75,3,5,0,momo,DEV-85668,CNF,Y,1
TXN-001840,2026-08-11T16:48:00,63.02,GHS,M-2001,GAMBLING,ios,ng,C-10732,691.0,9,78.35,0,18,0,momo,DEV-83474,CNF,Y,1
TXN-002840,05/09/2026 10:38,42.78,GHS,M-2068,GROCERY,android,KE,C-10323,,24,49.36,5,8,0,momo,DEV-87144,CLR,Y,0
TXN-000872,2026-09-06T04:26:00,,USD,M-2058,grocery,android,GH,C-10694,607.0,26,5.9,0,18,0,momo,DEV-86107,CLR,N,0
TXN-001552,07/08/2026 20:44,15.33,GHS,M-2036,grocery,ios,Kenya,C-10447,1262.0,22,18.43,0,17,0,momo,DEV-28197,ESC,N,0
TXN-001189,2026-08-14T06:09:00,49.67,NGN,M-2067,electronics,android,ke,C-10526,1027.0,10,65.38,2,18,0,card,DEV-83495,CLR,Y,0
TXN-002035,07-20-2026, 46.15 ,GHS,M-2090,grocery,ios,NGA,C-10370,1343.0,2,69.81,0,16,0,card,DEV-93482,CLR,N,0
TXN-002429,08-27-2026,25.48,GHS,M-2055,telecom,android,NG,C-10211,3.0,36,18.92,0,18,1,card,DEV-47893,CLR,Y,0
TXN-000273,2026-08-30 10:56:00,13.47 GHS,GHS,M-2032,Electronics,pos,KE,C-10323,4.0,5,15.65,0,22,0,card,DEV-71887,CLR,N,0
TXN-000522,03/09/2026 21:48,62.82,GHS,M-2029,restaurants,android,ng,C-10569,1194.0,31,48.13,6,,0,momo,DEV-53693,CLR,Y,0
TXN-000523,01/09/2026 05:26,16.34,GHS,M-2088,Grocery,web,GH,C-10103,,17,17.33,0,6,1,bank,DEV-17282,CLR,Y,0
TXN-001770,2026-07-31T10:03:00,NA,GHS,M-2035,,web,GH,C-10635,276.0,0,11.26,0,2,0,momo,DEV-58091,CLR,N,0
TXN-003058,2026-08-23T17:50:00,91,GHS,M-2085,GROCERY,android,Ghana,C-10166,400.0,0,120.37,5,0,0,bank,DEV-69721,CLR,Y,0
TXN-001787,25/08/2026 17:06,8.78,GHS,M-2045,telecom,android,Nigeria,C-10702,1258.0,8,5.31,0,21,0,card,DEV-33182,CLR,N,0
TXN-000351,23/07/2026 14:53,24.38,GHS,M-2060,Restaurants,android,Nigeria,C-10201,1694.0,37,35.48,7,7,0,card,DEV-82255,CLR,Y,0
TXN-002025,2026-09-07T12:41:00,48.36 GHS,NGN,M-2090,grocery,ios,GHA,C-10173,1110.0,39,72.43,0,13,1,momo,DEV-50697,CLR,Y,0
TXN-002567,2026-07-28T15:11:00,18.15,NGN,M-2014,gambling,android,Ghana,C-10689,1352.0,0,25.85,2,23,0,card,DEV-95923,CLR,Y,0
TXN-001930,08/09/2026 10:22,13.77,NGN,M-2048,,android,GHA,C-10068,,7,17.29,0,13,0,card,DEV-67284,CLR,N,0
TXN-002725,30/07/2026 04:42,5.31,GHS,M-2095,restaurants,web,GH,C-10287,337.0,3,7.26,0,15,0,momo,DEV-71869,CLR,N,0
TXN-000652,2026-08-14 03:14:00,139.60,NGN,M-2047,,web,Nigeria,C-10183,1533.0,14,121.96,7,10,0,momo,DEV-53791,CLR,Y,0
TXN-002107,07/08/2026 14:25,89.53 GHS,GHS,M-2031,,web,Nigeria,C-10008,1696.0,0,42.06,6,1,0,card,DEV-14028,CLR,Y,0
TXN-002419,2026-08-03 03:40:00,43.14,GHS,M-2039,Restaurants,pos,Ghana,C-10217,,33,27.32,0,11,0,momo,DEV-18070,CLR,N,0
TXN-002782,2026-08-14T21:08:00,13.21,GHS,M-2062, restaurants ,android,GHA,C-10523,1468.0,37,12.14,0,0,1,card,DEV-22622,CLR,Y,0
TXN-001262,28/08/2026 03:05,,GHS,M-2095,Restaurants,ios,GH,C-10686,8.0,6,58.03,0,14,0,momo,DEV-83446,CLR,N,0
TXN-001293,2026-08-01T21:12:00,28.19 GHS,GHS,M-2037, crypto ,ios,gh,C-10190,1526.0,10,21.49,7,18,0,momo,DEV-86808,CNF,Y,1
TXN-001222,2026-08-31T12:02:00,28.34,GHS,M-2062,restaurants,ios,GH,C-10376,1351.0,38,15.27,0,20,0,momo,DEV-48740,CLR,N,0
TXN-002586,2026-08-03T16:59:00,,NGN,M-2038,electronics,android,gh,C-10402,1253.0,17,33.81,0,21,0,card,DEV-98671,CLR,N,0
TXN-000169,03/08/2026 19:12,40.99,GHS,M-2030,telecom,android,GH,C-10267,,29,50.56,0,19,1,card,DEV-23706,CLR,Y,0
TXN-002690,2026-08-20 03:54:00,,GHS,M-2089,,android,gh,C-10579,993.0,28,11.22,0,16,0,card,DEV-75233,CLR,Y,0
TXN-001098,27/07/2026 08:36,11.26,NGN,M-2059,grocery,web,Ghana,C-10729,1019.0,35,9.84,0,9,0,card,DEV-77531,CLR,N,0
TXN-000904,08-07-2026,35.78,GHS,M-2023,Fuel,pos,NGA,C-10556,521.0,19,30.29,0,8,1,card,DEV-55939,CLR,Y,0
TXN-001557,25/07/2026 21:26,NA,GHS,M-2089,CRYPTO,android,GH,C-10080,1131.0,27,83.79,0,19,0,bank,DEV-93887,ESC,Y,0
TXN-000945,2026-08-01T22:30:00,111.81,GHS,M-2049,Grocery,pos,NG,C-10549,277.0,9,107.34,0,7,0,card,DEV-26690,CLR,N,0
TXN-003052,08-21-2026,$44.50,GHS,M-2056,gambling,ussd,Kenya,C-10623,1442.0,18,24.35,4,9,0,momo,DEV-12519,CNF,Y,1
TXN-001643,2026-07-29 12:45:00,11.69,NGN,M-2031,other,ios,Kenya,C-10196,54.0,4,15.24,0,,0,bank,DEV-54862,CLR,N,0
TXN-001079,08-16-2026,60.15,GHS,M-2054,telecom,web,Ghana,C-10414,1319.0,9,58.66,0,4,1,momo,DEV-81682,CLR,Y,0
TXN-002967,07-21-2026,51.30,GHS,M-2021,travel,ussd,Ghana,C-10707,,2,48.92,0,0,0,momo,DEV-31890,ESC,N,0
TXN-002402,08-26-2026,115.98,GHS,M-2000,telecom,android,GH,C-10000,11.0,11,82.68,7,7,0,card,DEV-69662,CNF,Y,1
TXN-000220,2026-08-22T21:55:00,27.74,GHS,M-2019,,android,Ghana,C-10375,956.0,39,38.49,2,15,0,card,DEV-10470,ESC,Y,0
TXN-000368,2026-08-12T06:22:00,44.76,GHS,M-2005,other,ios,GH,C-10125,334.0,29,30.7,0,17,0,momo,DEV-94321,ESC,N,0
TXN-002242,07/09/2026 22:31,19.01,GHS,M-2071,travel,ios,Ghana,C-10410,584.0,17,9.38,6,16,0,bank,DEV-84004,CLR,Y,0
TXN-000550,21/07/2026 22:23,$19.59,GHS,M-2081,travel,android,ng,C-10622,1286.0,36,24.23,2,22,1,momo,DEV-16471,CLR,Y,0
TXN-002472,27/08/2026 13:07,3.44,NGN,M-2033,,web,GH,C-10193,11.0,9,1.86,0,15,0,card,DEV-27456,CLR,N,0
TXN-002300,18/07/2026 03:51,$13.57,GHS,M-2045,,ios,Ghana,C-10666,78.0,32,14.27,0,6,0,card,DEV-27408,CLR,N,0
TXN-001534,2026-08-02T16:46:00,22.23,GHS,M-2023,fuel,ussd,Kenya,C-10506,1127.0,13,24.84,0,8,0,momo,DEV-33399,CLR,N,0
TXN-000352,08-01-2026,158.26,GHS,M-2014,gambling,android,Ghana,C-10416,549.0,13,236.99,6,10,0,card,DEV-53638,CNF,Y,1
TXN-001147,2026-08-14 14:36:00,53.82 GHS,GHS,M-2093,travel,web,ke,C-10406,465.0,18,73.09,0,12,0,momo,DEV-67064,CLR,N,0
TXN-001331,2026-08-14T10:29:00,97.32,GHS,M-2000,TELECOM,android,GH,C-10654,615.0,8,47.76,0,1,1,card,DEV-97485,CLR,Y,0
TXN-002934,2026-08-13T17:37:00,NA,GHS,M-2045,telecom,android,gh,C-10422,292.0,10,87.18,0,8,0,bank,DEV-45134,CLR,N,0
TXN-000491,2026-08-20T12:33:00,33.71,GHS,M-2007,TELECOM,ussd,Ghana,C-10694,607.0,1,15.42,2,6,0,card,DEV-91080,CLR,Y,0
TXN-002885,2026-07-29T02:11:00,115.73,GHS,M-2021,travel,web,GH,C-10471,,4,126.86,0,17,0,momo,DEV-70942,CLR,N,0
TXN-002699,07-18-2026,75.47,GHS,M-2058,grocery,ussd,gh,C-10378,310.0,13,116.3,0,,0,momo,DEV-65646,CLR,N,0
TXN-000499,2026-09-03T21:25:00,58.76,NGN,M-2027,grocery,ios,Ghana,C-10125,,7,90.16,0,12,0,card,DEV-29619,CLR,N,0
TXN-002376,08-18-2026,53,GHS,M-2053,restaurants,android,GH,C-10701,717.0,20,58.83,0,5,0,bank,DEV-36709,CLR,N,0
TXN-000211,23/08/2026 06:38,36.65,GHS,M-2093,unk,android,GH,C-10420,1449.0,33,46.86,0,4,0,momo,DEV-22479,ESC,N,0
TXN-002016,27/07/2026 00:17,,GHS,M-2083,grocery,ussd,NGA,C-10055,,4,4.72,0,23,0,momo,DEV-59869,CLR,N,0
TXN-002937,2026-07-26T21:13:00,132.57,GHS,M-2084,grocery,web,KE,C-10136,161.0,11,128.65,0,17,0,momo,DEV-47119,CLR,N,0
TXN-000651,05/09/2026 14:17,28.03,GHS,M-2021,Travel,ios,Ghana,C-10629,259.0,10,22.41,1,18,0,momo,DEV-95166,ESC,N,0
TXN-000228,2026-08-23T04:45:00,22,NGN,M-2058,grocery,web,ke,C-10094,907.0,39,31.63,0,20,0,card,DEV-84755,CLR,N,0
TXN-000366,08-18-2026,12.30,GHS,M-2075,electronics,ussd,GH,C-10538,1259.0,8,13.85,1,5,0,card,DEV-16045,CLR,N,0
TXN-000786,08-26-2026,137.76,GHS,M-2007,telecom,ios,NG,C-10398,341.0,36,175.66,0,23,1,momo,DEV-47421,CLR,Y,0
TXN-000277,2026-08-25T21:40:00,71.39,GHS,M-2058,GROCERY,android,gh,C-10359,319.0,16,95.97,0,1,0,momo,DEV-20866,CLR,N,0
TXN-003028,08-28-2026, 80.78 ,GHS,M-2031,other,pos,Nigeria,C-10396,594.0,19,46.32,5,11,0,momo,DEV-61452,CLR,Y,0
TXN-002831,2026-09-06T04:38:00,28.66,GHS,M-2066,restaurants,ussd,GH,C-10590,57.0,24,36.66,0,0,0,momo,DEV-98323,CNF,N,1
TXN-002528,04/09/2026 18:59,46.64,GHS,M-2002,fuel,android,ng,C-10363,1522.0,0,66.4,0,12,0,momo,DEV-89767,ESC,N,0
TXN-001118,2026-08-28T14:55:00,24.52,GHS,M-2039,restaurants,web,KE,C-10007,926.0,10,24.09,0,7,0,card,DEV-41559,CLR,N,0
TXN-002010,2026-07-27 19:54:00,8.88,GHS,M-2020,,ussd,GH,C-10001,1365.0,37,11.07,0,15,0,bank,DEV-43385,CLR,N,0
TXN-000408,14/08/2026 17:19,11.95,GHS,M-2026,gambling,ios,GH,C-10171,1522.0,12,11.61,0,5,0,momo,DEV-92337,CLR,Y,0
TXN-002467,06/09/2026 01:48,166.53,GHS,M-2028,grocery,web,Nigeria,C-10611,1.0,26,85.32,0,12,0,card,DEV-12132,CLR,Y,0
TXN-001085,08-03-2026,$13.49,GHS,M-2080,restaurants,ios,Ghana,C-10302,1006.0,31,7.92,0,23,0,momo,DEV-90711,CLR,N,0
TXN-002539,09-10-2026,27,USD,M-2019,restaurants,pos,Ghana,C-10259,867.0,22,13.57,0,12,1,bank,DEV-89636,CLR,Y,0
TXN-003170,2026-08-02T08:09:00,52.90,USD,M-2002,FUEL,android,GHA,C-10125,334.0,23,59.67,0,21,0,momo,DEV-10017,CLR,N,0
TXN-000773,2026-07-28T09:59:00,39.43,GHS,M-2039,restaurants,ios,GH,C-10257,1714.0,16,59.17,0,9,0,bank,DEV-68628,CLR,N,0
TXN-002584,2026-09-04T14:24:00,,GHS,M-2045,telecom,android,ng,C-10616,1685.0,12,39.37,0,3,0,card,DEV-73825,CLR,N,0
TXN-003092,08/09/2026 11:40,68.75,GHS,M-2031,,pos,gh,C-10302,1006.0,12,84.21,0,1,0,card,DEV-28929,CLR,N,0
TXN-000008,05/09/2026 14:44,23.44,GHS,M-2063, telecom ,ios,Ghana,C-10472,652.0,26,20.18,7,4,0,card,DEV-81972,CNF,Y,0
TXN-001587,2026-08-10T13:33:00,70.37,GHS,M-2055,telecom,web,GH,C-10687,375.0,24,38.98,0,10,0,card,DEV-43062,CLR,N,0
TXN-001719,2026-08-29T15:25:00,17.68,GHS,M-2026,gambling,web,Ghana,C-10490,725.0,38,21.17,7,16,0,bank,DEV-70829,CLR,Y,0
TXN-001011,2026-07-19T12:10:00,53.81,GHS,M-2032,electronics,web,GHA,C-10463,,26,64.47,1,17,0,card,DEV-24763,CLR,N,0
TXN-000416,2026-07-31T19:15:00,NA,GHS,M-2014,gambling,ussd,ke,C-10129,0.0,20,137.94,0,15,0,momo,DEV-11745,CLR,Y,0
TXN-003023,2026-08-03T04:53:00,27.82,GHS,M-2093,,android,Ghana,C-10319,788.0,3,36.58,3,8,1,momo,DEV-41890,CLR,Y,0
TXN-000908,2026-09-10T06:43:00,$18.64,GHS,M-2023,FUEL,android,Ghana,C-10481,980.0,16,15.28,0,17,0,momo,DEV-40479,CLR,N,0
TXN-002121,30/08/2026 11:19,26.73,USD,M-2068,grocery,pos,GHA,C-10441,1638.0,6,21.5,0,12,0,momo,DEV-30238,CLR,N,0
TXN-001547,08-08-2026,45.97,GHS,M-2072,fuel,web,GHA,C-10453,459.0,37,64.99,0,11,0,momo,DEV-69518,CLR,N,0
TXN-000200,2026-09-09T18:13:00,34.91,GHS,M-2086, telecom ,web,Ghana,C-10030,1227.0,7,18.65,0,1,0,card,DEV-95036,CLR,N,0
TXN-001578,2026-08-29 02:42:00,33.04,GHS,M-2009,gambling,ussd,ke,C-10447,1262.0,27,15.7,0,18,0,momo,DEV-94048,CLR,Y,0
TXN-001949,2026-09-01T14:57:00,8.59,GHS,M-2038,Electronics,pos,ng,C-10260,9.0,7,10.18,0,23,0,card,DEV-28445,CLR,N,0
TXN-001845,2026-07-19T15:33:00,24.39,GHS,M-2064,restaurants,ussd,Ghana,C-10339,707.0,31,33.53,0,19,0,momo,DEV-73538,CLR,N,0
TXN-001814,2026-07-20T12:27:00,,USD,M-2061,crypto,web,GH,C-10227,610.0,37,13.45,0,12,0,card,DEV-22001,CLR,Y,0
TXN-000284,27/07/2026 11:50,21.03,GHS,M-2023,fuel,android,NG,C-10543,702.0,24,9.68,0,17,0,card,DEV-66275,CLR,N,0
TXN-000232,03/08/2026 03:56,6.74,NGN,M-2044,fuel,web,NGA,C-10349,,2,9.87,0,,0,momo,DEV-62237,CLR,N,0
TXN-002987,2026-08-14T09:33:00,8.40,GHS,M-2035,grocery,ios,NGA,C-10611,1.0,4,10.36,4,6,0,momo,DEV-74814,ESC,Y,0
TXN-001128,2026-07-31T10:58:00,119.70,GHS,M-2092, gambling ,ios,GH,C-10384,1322.0,0,149.12,0,22,0,card,DEV-40777,CLR,Y,0
TXN-000097,2026-08-31T16:06:00,91.27,GHS,M-2015,Electronics,ios,Kenya,C-10668,762.0,34,126.03,0,7,0,momo,DEV-16871,CNF,N,1
TXN-003177,2026-08-02T15:14:00,166.96,GHS,M-2022,,ussd,NG,C-10270,1573.0,18,246.88,3,12,1,momo,DEV-93466,CLR,Y,0
TXN-002758,2026-07-31T22:37:00,$3.57,GHS,M-2072,fuel,pos,GHA,C-10312,1147.0,11,3.38,0,8,0,momo,DEV-36684,CLR,N,0
TXN-001625,16/08/2026 20:59,9.84,GHS,M-2043,electronics,ios,NGA,C-10569,1194.0,32,8.71,0,13,0,card,DEV-32510,CLR,N,0
TXN-001560,2026-09-09 02:35:00,80.99,NGN,M-2015,,android,Nigeria,C-10248,5.0,7,84.11,0,20,0,momo,DEV-69495,CLR,Y,0
TXN-001259,2026-07-25 18:19:00,13.85,NGN,M-2029,restaurants,android,GH,C-10377,1187.0,37,7.63,0,21,0,momo,DEV-52588,CLR,N,0
TXN-002477,2026-08-20T11:59:00,,GHS,M-2062,restaurants,web,GH,C-10090,18.0,17,23.57,0,2,0,card,DEV-69122,CLR,N,0
TXN-003071,24/08/2026 05:46,31.10,GHS,M-2062,restaurants,ios,Nigeria,C-10160,1059.0,33,46.02,0,2,0,momo,DEV-94245,CLR,N,0
TXN-002776,2026-08-03 17:09:00,125.62,GHS,M-2036,grocery,ussd,ng,C-10118,7.0,32,74.14,4,5,0,card,DEV-27298,CNF,Y,1
TXN-003041,2026-07-26 14:44:00,93.39,GHS,M-2040,gambling,ussd,NG,C-10306,2.0,13,46.15,4,15,1,momo,DEV-57468,CNF,Y,1
TXN-001613,2026-07-30T09:41:00,103.89,GHS,M-2024,telecom,android,Ghana,C-10069,1338.0,31,54.71,0,4,0,momo,DEV-39443,CLR,N,0
TXN-000105,2026-07-30 05:29:00,151.34,NGN,M-2029,restaurants,pos,Ghana,C-10086,1028.0,27,184.22,2,10,0,card,DEV-63532,CLR,Y,0
TXN-002405,22/07/2026 00:45,61.67,NGN,M-2003,Telecom,ios,GHA,C-10251,782.0,15,78.45,0,22,0,bank,DEV-38202,CLR,N,0
TXN-002019,2026-07-26T01:50:00,30.27,NGN,M-2028,unk,web,GH,C-10017,169.0,11,43.48,6,21,0,card,DEV-66332,CLR,Y,0
TXN-001103,2026-08-18T15:05:00,NA,GHS,M-2000,telecom,android,gh,C-10561,248.0,37,138.63,0,16,0,momo,DEV-55157,CLR,N,0
TXN-001175,2026-09-07 13:06:00,40.06,GHS,M-2014,gambling,web,ke,C-10526,1027.0,33,26.88,0,0,0,card,DEV-97312,CLR,Y,0
TXN-002743,18/07/2026 10:28,147.58,NGN,M-2076,electronics,web,NG,C-10182,192.0,3,148.76,0,,0,momo,DEV-77039,CLR,N,0
TXN-002319,2026-07-23T05:33:00,44.38,NGN,M-2086,telecom,web,GH,C-10368,521.0,17,35.1,0,13,0,bank,DEV-37474,CLR,N,0
TXN-000946,2026-08-15 23:51:00,$6.47,USD,M-2051,unk,pos,NGA,C-10570,814.0,28,5.75,0,1,0,momo,DEV-38153,CLR,N,0
TXN-002635,2026-08-16T19:13:00,18.37,NGN,M-2044,fuel,web,Ghana,C-10418,,21,22.27,0,17,0,momo,DEV-62849,CLR,N,0
